Experiment_ID,Cell_Line,Cell_Type,Synthesis_Method,Surface_Coating,Core_Size_nm,Zeta_Potential_mV,Concentration,Exposure_Time,Cell_Viability,ROS,LDH,Apoptosis,Hemolysis,Comet_Tail_Moment,Selectivity_Index,Toxicity_Score,IC50,Risk_Level,ISO_10993_Status
EXP-ZNO-000121,A549,Cancer,Sol-Gel,Chitosan_Coated,53.5,-22.6,17.63,48,72.98,14.94,16.79,20.21,0.48,2.16,1.82,23.68,35.78,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000122,Primary_HDF,Normal,Chemical_Precipitation,Bare_ZnO,30.9,-30.5,2.02,72,95.71,0.52,2.45,7.86,0.1,1.0,1.0,2.46,45.09,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000123,HCT-116,Cancer,Chemical_Precipitation,Silica_Coated,67.1,21.7,33.82,48,37.96,49.89,38.1,61.61,1.27,8.07,2.81,71.36,23.1,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000124,NIH-3T3,Normal,Green_Synthesis,Silica_Coated,54.6,-8.0,21.43,24,91.26,2.13,4.89,3.34,0.1,1.87,1.0,3.26,81.25,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000125,NIH-3T3,Normal,Green_Synthesis,Chitosan_Coated,67.7,21.1,4.4,24,97.88,0.0,0.0,0.0,0.1,1.74,1.0,0.58,97.5,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000126,NIH-3T3,Normal,Hydrothermal,PEG_Coated,86.9,19.8,9.55,48,95.93,0.57,0.98,3.6,0.1,1.76,1.0,1.87,69.61,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000127,HCT-116,Cancer,Hydrothermal,Chitosan_Coated,63.2,5.8,48.75,12,55.26,22.39,20.69,36.07,0.1,6.25,1.26,38.69,51.39,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000128,Jurkat,Cancer,Hydrothermal,PEG_Coated,24.7,-21.2,76.79,48,15.6,34.94,37.29,76.43,2.2,14.5,2.17,74.93,29.99,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000129,HepG2,Cancer,Chemical_Precipitation,Silica_Coated,19.3,-12.6,49.47,48,25.66,45.82,39.42,58.6,1.76,9.09,2.14,63.02,30.32,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000130,HEK293,Normal,Hydrothermal,Silica_Coated,48.1,18.1,48.11,72,42.69,26.3,23.33,32.91,0.5,6.05,1.0,30.6,42.89,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000131,Primary_HDF,Normal,Hydrothermal,Silica_Coated,74.3,26.7,11.9,6,97.5,0.0,3.44,3.06,0.27,2.05,1.0,1.31,122.81,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000132,CHO,Normal,Green_Synthesis,Silica_Coated,15.4,18.3,1.76,48,97.56,2.85,0.44,2.2,0.1,1.0,1.0,1.33,53.94,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000133,HEK293,Normal,Chemical_Precipitation,Silica_Coated,94.7,-9.2,21.34,24,84.64,2.84,10.11,14.26,0.1,3.02,1.0,9.75,55.2,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000134,HCT-116,Cancer,Green_Synthesis,Chitosan_Coated,55.8,15.6,4.35,48,98.87,0.0,0.4,0.0,0.67,2.12,1.73,0.62,37.66,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000135,Caco-2,Normal,Hydrothermal,Chitosan_Coated,65.9,-24.6,42.11,6,80.73,0.48,8.1,13.08,0.1,2.23,1.0,10.2,102.34,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000136,HeLa,Cancer,Sol-Gel,Silica_Coated,76.3,16.4,12.96,24,87.78,3.51,2.18,8.51,0.49,2.45,1.44,7.43,45.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000137,Primary_HDF,Normal,Hydrothermal,Bare_ZnO,60.2,33.6,6.82,6,100.0,5.04,1.84,0.0,0.1,1.0,1.0,0.86,122.81,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000138,HepG2,Cancer,Chemical_Precipitation,Silica_Coated,71.5,9.2,2.29,72,95.34,0.0,2.29,5.8,0.1,1.0,2.47,3.5,26.31,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000139,NIH-3T3,Normal,Chemical_Precipitation,Silica_Coated,82.6,-16.2,6.45,12,100.0,0.0,0.0,0.0,0.1,1.63,1.0,0.01,76.22,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000140,PBMCs,Normal,Hydrothermal,Silica_Coated,19.2,-5.7,11.05,72,90.72,0.52,4.23,2.04,0.32,1.9,1.0,4.31,41.46,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000141,Caco-2,Normal,Green_Synthesis,Bare_ZnO,16.8,15.4,19.44,6,92.5,5.67,4.1,2.51,0.1,2.34,1.0,3.84,101.53,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000142,HeLa,Cancer,Green_Synthesis,PEG_Coated,53.8,-23.4,102.46,12,47.26,14.48,7.44,25.16,0.82,7.07,0.7,22.76,93.2,Low,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000143,NIH-3T3,Normal,Sol-Gel,Silica_Coated,43.5,33.5,55.79,48,46.77,23.91,21.83,31.8,1.27,5.53,1.0,28.25,51.0,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000144,PBMCs,Normal,Green_Synthesis,Bare_ZnO,75.1,4.1,28.64,12,87.3,5.03,4.38,2.08,0.12,2.71,1.0,5.01,92.41,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000145,HEK293,Normal,Green_Synthesis,Chitosan_Coated,22.5,-4.1,8.12,12,97.18,0.0,0.0,0.0,0.23,1.21,1.0,0.82,114.71,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000146,Caco-2,Normal,Hydrothermal,PEG_Coated,28.3,7.9,16.29,48,96.21,1.57,0.92,1.59,0.41,2.36,1.0,2.13,53.55,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000147,HepG2,Cancer,Hydrothermal,PEG_Coated,85.6,21.3,25.13,24,80.73,2.53,7.56,12.99,0.55,3.27,1.13,11.64,57.33,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000148,L929,Normal,Hydrothermal,PEG_Coated,21.4,16.2,7.76,12,100.0,0.91,4.52,0.88,0.1,1.0,1.0,0.68,118.3,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000149,Caco-2,Normal,Hydrothermal,Bare_ZnO,35.3,22.3,74.66,72,25.96,55.0,54.22,47.4,4.83,12.12,1.0,52.05,35.74,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000150,HEK293,Normal,Hydrothermal,Silica_Coated,82.3,-2.0,135.89,6,36.97,29.09,19.96,38.6,1.05,7.42,1.0,33.22,102.34,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000151,HEK293,Normal,Chemical_Precipitation,Bare_ZnO,33.2,23.6,11.96,48,94.01,0.0,4.52,6.49,0.1,2.32,1.0,3.77,43.31,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000152,CHO,Normal,Sol-Gel,PEG_Coated,87.6,12.0,29.27,24,82.05,1.88,8.22,11.01,0.1,2.96,1.0,9.72,71.5,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000153,PBMCs,Normal,Hydrothermal,Bare_ZnO,48.7,-33.1,119.1,6,40.25,44.99,38.7,35.06,2.22,7.64,1.0,37.97,98.93,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000154,L929,Normal,Hydrothermal,Chitosan_Coated,24.0,14.3,27.73,48,82.03,4.39,5.23,8.2,0.51,1.75,1.0,7.57,67.22,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000155,A549,Cancer,Green_Synthesis,Chitosan_Coated,18.9,28.2,67.43,6,68.42,11.77,11.3,20.07,0.89,3.61,0.7,18.32,92.6,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000156,CHO,Normal,Green_Synthesis,Bare_ZnO,68.5,23.1,74.41,6,68.24,26.28,11.55,13.29,1.53,3.59,1.0,15.36,111.68,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000157,L929,Normal,Sol-Gel,PEG_Coated,50.5,7.5,35.42,48,79.65,4.77,1.15,10.07,0.1,4.09,1.0,8.48,69.36,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000158,MCF-7,Cancer,Hydrothermal,PEG_Coated,74.5,0.4,35.69,24,61.36,13.1,14.39,26.6,0.24,3.14,1.36,29.51,47.77,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000159,NIH-3T3,Normal,Chemical_Precipitation,Chitosan_Coated,52.9,6.4,27.45,72,73.36,9.03,5.18,12.78,0.17,3.0,1.0,13.96,48.85,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000160,L929,Normal,Green_Synthesis,Silica_Coated,37.8,22.3,27.05,72,78.18,9.76,5.36,7.12,0.88,2.45,1.0,7.52,57.87,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000161,NIH-3T3,Normal,Hydrothermal,Bare_ZnO,35.7,12.2,12.82,72,91.47,4.38,6.3,7.23,0.51,1.62,1.0,4.89,46.46,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000162,Caco-2,Normal,Hydrothermal,Silica_Coated,20.7,-29.4,15.84,6,94.91,3.86,0.0,6.74,0.1,1.61,1.0,3.38,85.29,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000163,MCF-7,Cancer,Sol-Gel,PEG_Coated,64.0,26.2,45.55,6,66.96,7.2,12.32,35.61,0.1,2.54,0.88,27.16,73.91,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000164,HEK293,Normal,Hydrothermal,Bare_ZnO,46.0,24.6,18.61,48,84.75,8.05,9.89,11.25,0.2,1.73,1.0,8.96,49.43,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000165,A549,Cancer,Hydrothermal,Silica_Coated,49.5,-12.7,31.05,6,74.42,19.21,15.94,17.69,0.13,2.31,1.0,22.26,64.82,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000166,NIH-3T3,Normal,Green_Synthesis,Bare_ZnO,42.2,1.2,17.17,48,90.61,8.77,7.28,4.22,0.87,2.95,1.0,4.55,63.75,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000167,HCT-116,Cancer,Green_Synthesis,Bare_ZnO,53.8,-33.1,25.14,12,77.24,15.57,15.74,11.02,0.48,2.88,1.27,16.45,50.98,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000168,HEK293,Normal,Chemical_Precipitation,Silica_Coated,81.1,33.9,12.41,12,94.54,4.16,0.0,0.76,0.1,1.63,1.0,3.16,70.36,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000169,HeLa,Cancer,Green_Synthesis,PEG_Coated,76.0,23.4,20.82,72,76.59,1.44,3.76,12.44,0.34,3.06,1.31,9.5,49.78,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000170,NIH-3T3,Normal,Green_Synthesis,Chitosan_Coated,65.1,-0.8,18.48,72,89.26,8.61,0.0,5.75,0.1,1.92,1.0,4.28,66.38,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000171,HeLa,Cancer,Green_Synthesis,Silica_Coated,25.6,6.5,32.49,24,64.53,12.66,12.16,17.72,1.17,3.34,1.16,16.65,56.25,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000172,Caco-2,Normal,Hydrothermal,Silica_Coated,54.3,1.6,29.45,12,86.34,3.34,4.99,10.32,0.48,2.83,1.0,7.8,66.91,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000173,PBMCs,Normal,Chemical_Precipitation,Silica_Coated,63.2,6.4,58.0,24,46.5,24.46,25.71,34.3,0.5,6.42,1.0,35.14,53.36,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000174,Jurkat,Cancer,Green_Synthesis,PEG_Coated,84.8,1.9,35.54,24,63.65,12.42,15.46,23.59,0.93,4.42,1.43,23.91,45.5,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000175,A549,Cancer,Sol-Gel,PEG_Coated,81.3,-14.4,1.0,12,100.0,0.0,1.08,2.0,0.3,1.63,1.03,0.47,62.96,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000176,HCT-116,Cancer,Sol-Gel,PEG_Coated,72.9,-15.4,41.2,6,76.14,11.58,14.78,23.39,0.41,3.88,0.96,22.95,67.58,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000177,HeLa,Cancer,Sol-Gel,PEG_Coated,34.4,-1.5,5.99,12,100.0,1.28,0.0,0.0,0.1,1.0,0.87,0.27,74.56,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000178,Jurkat,Cancer,Green_Synthesis,Chitosan_Coated,82.4,3.4,9.16,72,89.75,2.97,5.78,5.14,0.1,2.69,2.27,6.68,28.59,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000179,HCT-116,Cancer,Hydrothermal,PEG_Coated,66.0,1.8,22.27,48,63.29,15.06,10.96,30.0,0.9,3.96,1.9,29.97,34.27,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000180,L929,Normal,Hydrothermal,Bare_ZnO,15.0,0.8,2.18,6,100.0,0.0,0.0,2.81,0.1,1.0,1.0,0.21,115.99,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000181,A549,Cancer,Green_Synthesis,Chitosan_Coated,40.1,20.2,78.36,12,46.31,21.71,19.67,34.49,0.51,4.71,0.89,31.46,72.65,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000182,PBMCs,Normal,Green_Synthesis,Silica_Coated,26.1,-17.2,73.42,12,57.66,12.95,13.53,17.55,1.5,4.21,1.0,16.88,92.41,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000183,HepG2,Cancer,Chemical_Precipitation,Bare_ZnO,54.9,-8.0,70.8,72,17.84,84.47,72.75,66.98,6.12,16.57,2.47,83.26,26.31,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000184,L929,Normal,Green_Synthesis,PEG_Coated,73.4,10.3,56.18,24,76.26,3.48,5.44,7.88,0.1,3.98,1.0,7.31,110.5,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000185,HeLa,Cancer,Hydrothermal,Bare_ZnO,18.4,11.7,61.17,48,34.29,53.96,45.23,44.43,3.28,9.46,1.75,49.32,37.07,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000186,Primary_HDF,Normal,Sol-Gel,Bare_ZnO,47.3,2.2,32.15,24,80.31,10.93,10.39,11.02,0.1,3.27,1.0,9.6,72.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000187,Caco-2,Normal,Hydrothermal,Chitosan_Coated,56.7,33.3,5.2,6,99.75,3.04,0.0,0.0,0.11,1.62,1.0,0.66,102.34,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000188,HEK293,Normal,Hydrothermal,Chitosan_Coated,16.9,27.9,54.01,24,61.63,17.64,8.78,19.62,0.37,3.18,1.0,19.47,75.6,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000189,Caco-2,Normal,Sol-Gel,Silica_Coated,61.6,34.3,10.07,12,98.32,3.4,5.67,0.0,0.31,1.88,1.0,2.2,63.73,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000190,L929,Normal,Chemical_Precipitation,Bare_ZnO,40.2,-15.7,140.44,12,28.79,50.12,45.16,38.54,4.17,9.43,1.0,43.82,79.74,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000191,L929,Normal,Sol-Gel,Chitosan_Coated,70.2,13.3,93.88,6,62.3,11.71,10.3,22.38,0.1,4.2,1.0,17.33,132.56,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000192,HepG2,Cancer,Chemical_Precipitation,PEG_Coated,58.7,-22.4,21.98,12,88.18,4.61,6.99,9.44,0.1,2.45,1.02,9.52,64.02,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000193,PBMCs,Normal,Green_Synthesis,PEG_Coated,46.3,11.1,4.54,24,100.0,1.64,0.0,0.0,0.1,1.53,1.0,0.22,94.25,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000194,HEK293,Normal,Sol-Gel,PEG_Coated,93.5,-21.7,55.56,12,72.28,8.73,7.74,13.39,0.1,3.65,1.0,14.22,99.42,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000195,HeLa,Cancer,Sol-Gel,Chitosan_Coated,28.0,4.6,52.19,6,69.79,9.09,13.97,23.35,0.14,3.18,0.74,19.86,87.72,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000196,HepG2,Cancer,Sol-Gel,Bare_ZnO,53.5,11.4,4.91,72,92.97,1.58,2.18,1.16,0.24,1.62,2.27,4.14,28.59,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000197,HeLa,Cancer,Sol-Gel,Chitosan_Coated,43.6,20.1,10.62,12,95.85,0.0,3.54,2.94,0.1,1.27,0.94,2.7,68.83,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000198,CHO,Normal,Hydrothermal,Bare_ZnO,60.1,-5.1,14.33,24,91.28,6.86,7.79,4.84,0.11,2.4,1.0,5.95,57.75,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000199,HCT-116,Cancer,Sol-Gel,PEG_Coated,54.8,-20.7,31.8,48,48.16,18.95,23.85,47.2,0.77,5.99,1.99,46.14,32.64,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000200,NIH-3T3,Normal,Sol-Gel,Bare_ZnO,70.5,19.0,37.71,48,56.91,30.26,24.59,23.93,1.23,3.89,1.0,25.32,51.0,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000201,L929,Normal,Green_Synthesis,Bare_ZnO,56.8,-31.2,127.02,48,23.9,33.3,30.23,33.01,4.43,10.62,1.0,27.67,66.69,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000202,MCF-7,Cancer,Chemical_Precipitation,PEG_Coated,72.0,22.2,7.51,72,93.74,1.81,1.41,9.58,0.77,2.4,2.28,6.09,28.5,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000203,PBMCs,Normal,Sol-Gel,Chitosan_Coated,71.7,-23.3,53.6,12,70.68,6.2,12.63,20.49,0.65,3.48,1.0,16.23,88.71,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000204,L929,Normal,Sol-Gel,Silica_Coated,89.6,22.9,42.31,6,80.46,13.48,7.17,11.5,0.48,2.63,1.0,10.32,110.47,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000205,HeLa,Cancer,Chemical_Precipitation,Chitosan_Coated,30.6,-10.8,14.81,6,97.94,2.86,1.15,0.0,0.1,1.82,0.81,1.85,80.71,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000206,HCT-116,Cancer,Chemical_Precipitation,Bare_ZnO,77.6,-26.3,56.4,24,29.3,87.03,76.16,68.52,4.89,10.82,2.21,97.22,29.44,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000207,HeLa,Cancer,Green_Synthesis,Silica_Coated,49.4,-13.4,23.54,24,80.63,9.77,9.07,6.45,0.65,2.59,1.16,9.56,56.25,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000208,NIH-3T3,Normal,Sol-Gel,PEG_Coated,83.1,33.7,35.11,24,81.23,2.98,2.0,9.42,0.42,2.5,1.0,8.26,84.5,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000209,HepG2,Cancer,Green_Synthesis,Silica_Coated,20.5,19.9,12.28,72,86.19,4.71,4.49,8.97,0.13,2.94,1.82,6.88,35.74,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000210,HEK293,Normal,Chemical_Precipitation,Chitosan_Coated,77.8,7.1,162.97,24,17.86,32.14,32.69,53.65,2.39,13.79,1.0,50.4,66.24,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000211,Caco-2,Normal,Chemical_Precipitation,Bare_ZnO,30.2,5.8,8.5,72,88.46,11.42,15.18,10.3,0.81,2.88,1.0,11.35,31.32,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000212,Primary_HDF,Normal,Sol-Gel,Chitosan_Coated,21.0,31.6,12.85,24,96.84,0.0,4.66,4.67,0.52,1.96,1.0,1.85,86.4,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000213,Jurkat,Cancer,Green_Synthesis,Chitosan_Coated,35.0,-34.9,7.19,48,89.51,0.63,5.65,8.93,0.6,1.47,1.97,6.73,32.95,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000214,HeLa,Cancer,Green_Synthesis,Bare_ZnO,89.9,2.9,98.77,48,23.18,46.29,46.77,42.07,5.4,12.27,1.47,41.69,44.13,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000215,Primary_HDF,Normal,Chemical_Precipitation,Chitosan_Coated,22.4,17.4,86.59,12,54.47,19.93,13.23,24.58,0.5,5.51,1.0,22.3,101.31,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000216,Primary_HDF,Normal,Chemical_Precipitation,Silica_Coated,22.3,-21.1,73.98,72,26.85,29.05,23.06,37.35,1.64,8.79,1.0,35.49,45.09,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000217,A549,Cancer,Chemical_Precipitation,PEG_Coated,68.8,-29.3,106.41,6,36.22,20.85,28.93,62.48,1.11,8.05,0.88,57.51,73.83,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000218,A549,Cancer,Chemical_Precipitation,PEG_Coated,88.7,5.9,27.55,6,83.96,2.16,7.91,16.62,0.1,3.11,0.88,13.87,73.83,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000219,CHO,Normal,Chemical_Precipitation,Chitosan_Coated,71.4,-5.1,20.95,24,86.63,4.19,1.03,7.54,0.15,2.65,1.0,7.7,60.72,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000220,HeLa,Cancer,Sol-Gel,Chitosan_Coated,47.7,29.7,4.65,12,100.0,0.26,2.02,1.37,0.56,1.06,0.94,0.55,68.83,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000221,HeLa,Cancer,Hydrothermal,Silica_Coated,50.5,3.7,10.8,48,88.46,6.39,5.25,9.21,0.1,2.31,1.75,7.78,37.07,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000222,HeLa,Cancer,Chemical_Precipitation,PEG_Coated,40.5,28.2,3.33,6,98.39,3.63,4.22,1.51,0.1,1.49,0.74,2.47,87.43,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000223,A549,Cancer,Chemical_Precipitation,Bare_ZnO,27.8,12.2,7.41,6,97.8,2.8,6.54,1.33,0.27,1.0,1.14,3.55,56.79,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000224,HCT-116,Cancer,Chemical_Precipitation,Bare_ZnO,63.6,-17.8,2.58,12,94.84,4.58,8.09,10.39,0.1,1.0,1.73,7.87,37.52,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000225,A549,Cancer,Sol-Gel,PEG_Coated,28.7,0.0,19.08,12,90.84,0.23,3.92,5.38,0.2,1.63,1.03,6.38,62.96,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000226,Primary_HDF,Normal,Green_Synthesis,Chitosan_Coated,46.3,27.7,8.5,72,89.42,3.14,2.18,1.98,0.84,1.82,1.0,3.15,73.52,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000227,Primary_HDF,Normal,Hydrothermal,Silica_Coated,73.5,13.8,49.39,6,83.19,5.14,4.34,8.49,0.1,3.17,1.0,6.72,122.81,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000228,L929,Normal,Green_Synthesis,Chitosan_Coated,16.1,-6.3,37.02,24,80.51,4.4,6.18,8.83,0.31,2.35,1.0,6.46,102.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000229,MCF-7,Cancer,Chemical_Precipitation,Bare_ZnO,94.1,-18.8,100.49,72,5.99,100.0,96.24,94.35,14.35,18.0,2.97,100.0,21.92,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000230,PBMCs,Normal,Chemical_Precipitation,Chitosan_Coated,89.3,-8.5,62.8,24,49.63,23.88,18.2,34.75,0.1,6.31,1.0,32.58,64.03,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000231,Primary_HDF,Normal,Green_Synthesis,Silica_Coated,43.0,12.4,50.23,72,61.88,7.36,12.27,11.26,0.49,4.87,1.0,11.36,61.27,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000232,HepG2,Cancer,Hydrothermal,PEG_Coated,83.2,2.9,50.2,48,43.87,11.56,16.88,42.96,0.1,6.31,1.45,34.32,44.98,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-000233,CHO,Normal,Sol-Gel,PEG_Coated,72.9,17.2,29.07,48,73.83,1.55,2.76,16.28,0.42,3.86,1.0,12.75,56.1,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000234,A549,Cancer,Chemical_Precipitation,Chitosan_Coated,41.0,-16.1,7.92,72,89.5,7.99,1.9,11.25,0.53,2.23,2.28,10.28,28.56,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000235,HCT-116,Cancer,Hydrothermal,Chitosan_Coated,76.9,17.3,6.21,48,89.23,3.97,1.58,11.76,0.21,1.46,2.05,8.74,31.63,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000236,PBMCs,Normal,Hydrothermal,Silica_Coated,49.9,11.7,3.97,72,100.0,1.77,6.12,0.0,0.1,1.0,1.0,1.07,41.46,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000237,A549,Cancer,Hydrothermal,Chitosan_Coated,82.9,-6.6,0.98,24,98.34,1.52,1.99,0.0,0.1,1.0,1.36,1.55,47.88,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000238,A549,Cancer,Hydrothermal,Bare_ZnO,47.2,-7.7,3.01,72,100.0,2.4,0.0,1.02,0.74,2.26,2.39,0.75,27.16,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000239,HEK293,Normal,Hydrothermal,Chitosan_Coated,42.4,1.9,8.82,12,100.0,2.08,3.99,0.0,0.1,1.85,1.0,0.83,96.36,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000240,MCF-7,Cancer,Hydrothermal,Chitosan_Coated,28.4,0.0,41.59,24,55.45,26.51,19.97,35.82,1.11,6.04,1.47,38.05,44.1,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-000241,NIH-3T3,Normal,Hydrothermal,PEG_Coated,68.4,23.6,7.01,12,100.0,1.24,1.16,0.11,0.23,1.0,1.0,0.35,113.09,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-000242,CHO,Normal,Chemical_Precipitation,Bare_ZnO,37.2,29.5,31.13,6,77.87,21.96,14.41,14.96,0.8,2.53,1.0,17.91,82.2,Low,ISO-Pass (Viable >=70%)
