Experiment_ID,Cell_Line,Concentration,Exposure_Time,ROS,LDH,Apoptosis,Cell_Viability,Toxicity_Score,IC50,Safe_Range
EXP-ZNO-00251,HepG2,2.03,6,4.01,7.1,0.0,96.94,3.57,68.23,0 - 30.7
EXP-ZNO-00252,Jurkat,163.43,6,91.24,86.17,77.29,15.35,110.62,48.74,0 - 21.93
EXP-ZNO-00253,Caco-2,6.42,6,4.24,0.76,0.0,98.5,1.63,81.23,0 - 36.55
EXP-ZNO-00254,A549,176.51,48,100.0,81.31,82.89,5.0,110.56,29.81,0 - 13.42
EXP-ZNO-00255,PC12,164.33,48,90.03,83.14,73.98,5.0,102.44,31.38,0 - 14.12
EXP-ZNO-00256,MCF-7,24.64,72,46.64,44.67,39.52,54.26,56.03,23.83,0 - 10.72
EXP-ZNO-00257,Jurkat,72.7,12,83.94,72.38,69.65,26.6,97.23,38.24,0 - 17.21
EXP-ZNO-00258,HEK293,148.33,24,56.16,50.25,51.57,22.92,55.29,60.0,0 - 27.0
EXP-ZNO-00259,HeLa,80.17,72,78.28,64.2,58.8,12.84,77.69,30.64,0 - 13.79
EXP-ZNO-00260,Jurkat,172.42,72,100.0,89.37,79.98,5.0,120.77,20.42,0 - 9.19
EXP-ZNO-00261,Jurkat,116.65,24,100.0,96.57,83.18,5.0,122.8,30.0,0 - 13.5
EXP-ZNO-00262,NIH-3T3,9.43,48,0.0,8.14,1.94,93.86,3.67,51.0,0 - 22.95
EXP-ZNO-00263,HeLa,135.59,6,63.1,47.39,45.6,34.66,59.24,73.1,0 - 32.9
EXP-ZNO-00264,CHO,106.62,24,54.02,49.85,47.94,21.8,58.12,55.0,0 - 24.75
EXP-ZNO-00265,NIH-3T3,180.07,12,59.19,49.38,44.56,19.86,52.8,82.85,0 - 37.28
EXP-ZNO-00266,HepG2,196.03,48,69.46,65.86,61.12,14.08,79.69,32.95,0 - 14.83
EXP-ZNO-00267,Caco-2,71.56,24,49.91,39.31,37.66,38.34,49.74,50.0,0 - 22.5
EXP-ZNO-00268,Caco-2,69.78,48,62.8,61.82,48.17,23.42,63.98,39.23,0 - 17.65
EXP-ZNO-00269,HEK293,156.59,24,59.6,46.61,50.73,23.41,55.09,60.0,0 - 27.0
EXP-ZNO-00270,CHO,170.59,48,68.13,60.06,52.15,12.36,66.85,43.15,0 - 19.42
EXP-ZNO-00271,MCF-7,71.02,24,80.69,75.74,65.86,25.29,93.42,35.0,0 - 15.75
EXP-ZNO-00272,Jurkat,188.84,12,97.6,90.21,85.41,7.43,119.79,38.24,0 - 17.21
EXP-ZNO-00273,HepG2,98.54,12,74.27,54.13,53.64,26.12,71.36,53.53,0 - 24.09
EXP-ZNO-00274,HeLa,178.94,24,73.9,76.56,71.59,5.0,84.5,45.0,0 - 20.25
EXP-ZNO-00275,Caco-2,95.56,72,63.78,57.19,58.32,15.56,68.69,34.04,0 - 15.32
EXP-ZNO-00276,MCF-7,6.59,72,17.97,17.04,15.17,87.15,18.56,23.83,0 - 10.72
EXP-ZNO-00277,MCF-7,56.11,6,53.51,46.46,39.75,52.37,59.31,56.86,0 - 25.59
EXP-ZNO-00278,CHO,164.47,72,70.59,59.61,58.6,8.48,69.85,37.44,0 - 16.85
EXP-ZNO-00279,Caco-2,144.77,6,70.78,57.76,56.52,22.79,66.41,81.23,0 - 36.55
EXP-ZNO-00280,A549,173.85,24,98.24,83.84,81.68,5.0,110.37,38.0,0 - 17.1
EXP-ZNO-00281,HepG2,29.47,48,38.13,30.95,25.22,59.19,38.28,32.95,0 - 14.83
EXP-ZNO-00282,CHO,4.89,24,1.12,0.0,0.77,100.0,0.31,55.0,0 - 24.75
EXP-ZNO-00283,NIH-3T3,71.88,24,35.75,35.02,35.97,47.48,35.25,65.0,0 - 29.25
EXP-ZNO-00284,CHO,127.6,48,76.79,58.71,54.2,9.04,70.0,43.15,0 - 19.42
EXP-ZNO-00285,HepG2,29.0,48,30.28,33.09,31.98,57.86,38.73,32.95,0 - 14.83
EXP-ZNO-00286,Jurkat,80.79,48,95.79,84.33,76.45,16.68,110.42,23.54,0 - 10.59
EXP-ZNO-00287,CHO,93.66,12,47.13,42.7,42.58,37.51,48.12,70.1,0 - 31.55
EXP-ZNO-00288,HEK293,181.49,48,67.88,59.74,53.28,9.6,64.37,47.08,0 - 21.18
EXP-ZNO-00289,A549,23.65,72,45.93,44.93,42.25,51.67,55.71,25.87,0 - 11.64
EXP-ZNO-00290,NIH-3T3,56.05,6,14.44,23.43,13.31,74.03,17.11,105.59,0 - 47.52
EXP-ZNO-00291,NIH-3T3,21.41,12,10.53,13.44,9.77,84.09,10.83,82.85,0 - 37.28
EXP-ZNO-00292,A549,1.07,48,3.08,0.0,5.48,98.26,2.77,29.81,0 - 13.42
EXP-ZNO-00293,MCF-7,131.64,6,89.41,72.78,66.76,18.37,99.53,56.86,0 - 25.59
EXP-ZNO-00294,CHO,147.85,48,59.96,63.15,51.6,14.47,64.77,43.15,0 - 19.42
EXP-ZNO-00295,HepG2,178.1,6,69.15,67.59,58.12,14.7,79.1,68.23,0 - 30.7
EXP-ZNO-00296,HepG2,25.31,6,7.53,18.68,7.66,79.74,16.37,68.23,0 - 30.7
EXP-ZNO-00297,HepG2,2.48,48,9.34,1.88,4.2,98.58,3.66,32.95,0 - 14.83
EXP-ZNO-00298,HeLa,195.21,48,79.22,66.57,61.57,9.59,80.27,35.31,0 - 15.89
EXP-ZNO-00299,NIH-3T3,154.74,6,45.48,31.91,36.2,38.94,39.87,105.59,0 - 47.52
EXP-ZNO-00300,CHO,79.9,72,60.33,51.26,47.88,20.2,60.15,37.44,0 - 16.85
EXP-ZNO-00301,Caco-2,12.04,48,8.79,6.2,5.93,88.1,9.05,39.23,0 - 17.65
EXP-ZNO-00302,PC12,124.67,6,75.47,62.74,56.38,28.58,78.97,64.98,0 - 29.24
EXP-ZNO-00303,CHO,77.94,48,53.75,44.34,41.37,33.08,51.36,43.15,0 - 19.42
EXP-ZNO-00304,Jurkat,138.17,12,96.56,76.56,74.82,15.41,109.61,38.24,0 - 17.21
EXP-ZNO-00305,MCF-7,189.84,72,95.71,89.73,89.99,5.0,117.0,23.83,0 - 10.72
EXP-ZNO-00306,HepG2,96.53,72,76.83,57.05,62.8,17.0,78.59,28.59,0 - 12.87
EXP-ZNO-00307,HepG2,39.79,6,35.6,19.5,23.22,69.18,30.38,68.23,0 - 30.7
EXP-ZNO-00308,PC12,165.96,48,98.13,79.01,81.22,5.0,104.83,31.38,0 - 14.12
EXP-ZNO-00309,MCF-7,151.58,12,93.69,88.97,84.5,8.2,113.32,44.61,0 - 20.07
EXP-ZNO-00310,HEK293,154.44,12,56.93,45.86,48.7,21.2,55.22,76.47,0 - 34.41
EXP-ZNO-00311,CHO,103.18,12,44.83,36.43,49.25,38.48,47.32,70.1,0 - 31.55
EXP-ZNO-00312,Caco-2,127.27,6,50.06,49.28,39.12,34.68,53.14,81.23,0 - 36.55
EXP-ZNO-00313,HEK293,113.03,72,62.65,55.69,49.35,9.36,62.57,40.85,0 - 18.38
EXP-ZNO-00314,Jurkat,7.69,72,17.49,10.71,20.97,83.49,21.46,20.42,0 - 9.19
EXP-ZNO-00315,A549,103.58,72,90.08,75.72,75.85,14.74,100.06,25.87,0 - 11.64
EXP-ZNO-00316,PC12,99.76,48,76.94,70.64,64.65,15.86,89.41,31.38,0 - 14.12
EXP-ZNO-00317,Caco-2,127.39,48,69.78,65.58,55.87,13.04,71.87,39.23,0 - 17.65
EXP-ZNO-00318,HEK293,103.37,24,53.71,48.85,43.85,25.39,52.66,60.0,0 - 27.0
EXP-ZNO-00319,NIH-3T3,0.5,6,3.17,1.8,1.93,91.03,4.54,105.59,0 - 47.52
EXP-ZNO-00320,A549,193.39,48,89.03,84.94,78.49,8.21,105.86,29.81,0 - 13.42
EXP-ZNO-00321,Caco-2,60.93,12,39.68,38.27,36.56,48.56,42.64,63.73,0 - 28.68
EXP-ZNO-00322,HepG2,196.98,48,90.48,80.9,72.76,5.0,93.08,32.95,0 - 14.83
EXP-ZNO-00323,Caco-2,142.01,12,67.88,58.25,49.26,18.76,66.81,63.73,0 - 28.68
EXP-ZNO-00324,Jurkat,151.92,24,100.0,83.66,86.09,5.91,120.26,30.0,0 - 13.5
EXP-ZNO-00325,Jurkat,139.59,12,91.42,81.59,76.53,18.1,107.84,38.24,0 - 17.21
EXP-ZNO-00326,HeLa,161.51,12,69.37,66.63,63.09,13.21,76.73,57.36,0 - 25.81
EXP-ZNO-00327,Caco-2,62.74,6,43.94,35.2,34.34,49.52,42.24,81.23,0 - 36.55
EXP-ZNO-00328,HeLa,87.81,12,49.74,48.1,48.22,36.77,56.01,57.36,0 - 25.81
EXP-ZNO-00329,HeLa,86.2,24,69.99,59.21,57.99,19.64,71.76,45.0,0 - 20.25
EXP-ZNO-00330,Caco-2,174.35,12,68.4,60.57,50.2,18.35,67.56,63.73,0 - 28.68
EXP-ZNO-00331,A549,166.65,12,81.22,79.36,69.65,13.41,98.27,48.43,0 - 21.79
EXP-ZNO-00332,HeLa,86.39,6,50.44,38.61,34.58,45.12,48.51,73.1,0 - 32.9
EXP-ZNO-00333,MCF-7,137.25,6,87.2,74.49,74.19,19.97,99.7,56.86,0 - 25.59
EXP-ZNO-00334,Caco-2,157.16,24,69.5,63.33,57.66,13.1,71.72,50.0,0 - 22.5
EXP-ZNO-00335,MCF-7,23.1,12,24.26,29.63,18.77,74.75,30.92,44.61,0 - 20.07
EXP-ZNO-00336,A549,103.6,12,77.92,70.49,61.14,28.96,85.02,48.43,0 - 21.79
EXP-ZNO-00337,PC12,119.27,24,83.89,81.98,70.75,12.54,95.93,40.0,0 - 18.0
EXP-ZNO-00338,NIH-3T3,140.91,12,36.2,45.84,34.75,34.96,41.48,82.85,0 - 37.28
EXP-ZNO-00339,HepG2,105.39,6,59.54,62.64,54.22,26.81,69.33,68.23,0 - 30.7
EXP-ZNO-00340,HEK293,108.63,6,43.02,29.9,32.72,48.53,37.17,97.47,0 - 43.86
EXP-ZNO-00341,HepG2,99.86,6,54.59,47.97,43.96,40.41,57.23,68.23,0 - 30.7
EXP-ZNO-00342,PC12,118.1,24,85.38,73.61,63.15,17.93,90.42,40.0,0 - 18.0
EXP-ZNO-00343,CHO,163.76,6,55.02,51.86,41.9,26.79,55.51,89.35,0 - 40.21
EXP-ZNO-00344,HeLa,119.16,24,69.42,64.3,63.57,13.01,76.56,45.0,0 - 20.25
EXP-ZNO-00345,HEK293,57.02,24,24.66,28.0,24.65,56.59,29.35,60.0,0 - 27.0
EXP-ZNO-00346,HepG2,107.9,24,72.6,69.99,66.5,12.47,82.7,42.0,0 - 18.9
EXP-ZNO-00347,CHO,91.14,24,46.95,49.58,46.64,35.46,50.48,55.0,0 - 24.75
EXP-ZNO-00348,NIH-3T3,84.17,48,42.53,33.0,36.3,37.46,40.14,51.0,0 - 22.95
EXP-ZNO-00349,HepG2,94.17,72,82.39,72.26,72.41,7.56,88.62,28.59,0 - 12.87
EXP-ZNO-00350,NIH-3T3,176.4,12,55.0,43.95,40.27,24.81,48.98,82.85,0 - 37.28
EXP-ZNO-00351,HEK293,50.37,48,30.06,26.67,30.65,50.91,33.28,47.08,0 - 21.18
EXP-ZNO-00352,Caco-2,65.69,72,51.56,52.52,47.21,25.16,59.56,34.04,0 - 15.32
EXP-ZNO-00353,A549,100.87,72,97.1,84.11,78.19,8.42,107.47,25.87,0 - 11.64
EXP-ZNO-00354,Jurkat,32.49,6,42.98,32.41,35.87,63.04,48.51,48.74,0 - 21.93
EXP-ZNO-00355,Caco-2,33.47,72,33.77,32.27,26.4,56.79,35.3,34.04,0 - 15.32
EXP-ZNO-00356,HEK293,104.09,12,50.62,42.04,37.93,33.26,47.17,76.47,0 - 34.41
EXP-ZNO-00357,A549,114.6,48,92.68,81.17,72.02,11.24,103.07,29.81,0 - 13.42
EXP-ZNO-00358,PC12,41.13,6,19.62,22.97,22.78,71.91,28.56,64.98,0 - 29.24
EXP-ZNO-00359,HeLa,23.88,72,32.06,34.08,32.26,57.6,37.56,30.64,0 - 13.79
EXP-ZNO-00360,Caco-2,101.81,12,55.19,58.05,42.28,31.4,57.37,63.73,0 - 28.68
EXP-ZNO-00361,NIH-3T3,137.88,24,49.98,44.15,39.77,28.69,46.59,65.0,0 - 29.25
EXP-ZNO-00362,A549,106.55,6,69.45,59.68,49.46,32.08,77.07,61.73,0 - 27.78
EXP-ZNO-00363,NIH-3T3,160.81,6,48.24,31.71,35.11,34.05,42.12,105.59,0 - 47.52
EXP-ZNO-00364,MCF-7,160.86,72,100.0,86.84,79.56,5.0,115.57,23.83,0 - 10.72
EXP-ZNO-00365,CHO,141.47,24,63.41,55.03,52.1,16.43,63.48,55.0,0 - 24.75
EXP-ZNO-00366,MCF-7,74.96,6,69.2,54.37,61.63,35.81,79.17,56.86,0 - 25.59
EXP-ZNO-00367,PC12,104.45,72,95.54,78.72,81.21,5.0,104.19,27.23,0 - 12.25
EXP-ZNO-00368,HepG2,32.16,72,40.52,46.07,37.12,48.03,48.9,28.59,0 - 12.87
EXP-ZNO-00369,PC12,108.56,72,89.51,70.9,72.42,15.14,94.1,27.23,0 - 12.25
EXP-ZNO-00370,Jurkat,43.38,72,77.0,63.69,64.02,29.75,90.59,20.42,0 - 9.19
EXP-ZNO-00371,HeLa,139.38,12,76.11,65.33,61.8,15.68,76.45,57.36,0 - 25.81
EXP-ZNO-00372,A549,127.46,24,87.34,82.32,72.03,10.86,102.23,38.0,0 - 17.1
EXP-ZNO-00373,HEK293,132.56,12,47.38,46.3,42.09,30.57,48.83,76.47,0 - 34.41
EXP-ZNO-00374,HeLa,43.84,48,53.45,51.35,44.26,35.9,57.08,35.31,0 - 15.89
EXP-ZNO-00375,NIH-3T3,8.28,48,4.74,0.79,0.28,96.98,2.09,51.0,0 - 22.95
EXP-ZNO-00376,HepG2,13.92,72,13.45,16.02,14.7,81.29,17.49,28.59,0 - 12.87
EXP-ZNO-00377,A549,63.96,72,73.9,72.75,64.37,23.5,88.32,25.87,0 - 11.64
EXP-ZNO-00378,PC12,187.71,24,86.75,79.61,75.97,5.0,101.42,40.0,0 - 18.0
EXP-ZNO-00379,A549,135.39,24,98.69,84.05,73.34,7.38,107.59,38.0,0 - 17.1
EXP-ZNO-00380,NIH-3T3,94.12,24,31.56,37.76,39.01,36.36,39.72,65.0,0 - 29.25
EXP-ZNO-00381,HepG2,101.05,6,58.34,53.85,50.29,32.3,64.2,68.23,0 - 30.7
EXP-ZNO-00382,HepG2,111.16,12,68.25,53.43,53.06,26.22,69.84,53.53,0 - 24.09
EXP-ZNO-00383,HepG2,133.72,12,77.01,65.45,59.54,20.68,77.5,53.53,0 - 24.09
EXP-ZNO-00384,HepG2,127.99,24,74.73,62.62,61.21,17.61,78.45,42.0,0 - 18.9
EXP-ZNO-00385,CHO,71.31,48,55.96,47.0,44.01,31.72,53.09,43.15,0 - 19.42
EXP-ZNO-00386,Caco-2,195.25,72,82.68,68.55,63.76,5.0,79.69,34.04,0 - 15.32
EXP-ZNO-00387,Jurkat,40.51,24,79.53,69.36,59.08,33.91,88.68,30.0,0 - 13.5
EXP-ZNO-00388,NIH-3T3,163.49,48,55.11,50.65,43.2,14.56,54.26,51.0,0 - 22.95
EXP-ZNO-00389,HepG2,15.43,12,15.03,13.02,9.96,81.32,16.58,53.53,0 - 24.09
EXP-ZNO-00390,CHO,165.41,48,67.48,67.1,64.35,5.0,72.64,43.15,0 - 19.42
EXP-ZNO-00391,NIH-3T3,101.35,12,41.62,30.85,34.35,38.23,39.19,82.85,0 - 37.28
EXP-ZNO-00392,PC12,143.18,6,71.93,66.46,60.52,20.75,84.02,64.98,0 - 29.24
EXP-ZNO-00393,MCF-7,198.36,24,100.0,85.93,71.4,9.68,110.95,35.0,0 - 15.75
EXP-ZNO-00394,Jurkat,96.89,48,100.0,91.67,89.61,5.0,123.1,23.54,0 - 10.59
EXP-ZNO-00395,Caco-2,83.52,48,70.47,56.34,55.64,21.29,66.73,39.23,0 - 17.65
EXP-ZNO-00396,HepG2,194.06,48,84.74,71.82,68.02,5.82,89.26,32.95,0 - 14.83
EXP-ZNO-00397,CHO,33.48,48,30.86,23.55,26.77,64.09,28.51,43.15,0 - 19.42
EXP-ZNO-00398,Caco-2,157.24,6,66.48,57.87,57.2,21.33,66.4,81.23,0 - 36.55
EXP-ZNO-00399,NIH-3T3,134.72,48,55.3,51.95,47.61,16.56,54.17,51.0,0 - 22.95
EXP-ZNO-00400,HEK293,150.18,48,58.65,53.43,51.41,12.27,60.62,47.08,0 - 21.18
EXP-ZNO-00401,PC12,189.73,12,88.37,78.85,74.45,12.63,97.01,50.98,0 - 22.94
EXP-ZNO-00402,HeLa,154.01,72,74.85,65.24,59.52,10.22,78.57,30.64,0 - 13.79
EXP-ZNO-00403,CHO,123.22,24,55.05,50.88,47.65,24.63,57.13,55.0,0 - 24.75
EXP-ZNO-00404,HEK293,167.92,6,53.01,48.71,41.97,24.96,52.47,97.47,0 - 43.86
EXP-ZNO-00405,CHO,35.11,24,30.73,19.92,21.58,67.3,25.85,55.0,0 - 24.75
EXP-ZNO-00406,PC12,171.37,72,88.63,80.43,81.17,5.0,102.89,27.23,0 - 12.25
EXP-ZNO-00407,CHO,56.92,6,23.79,21.83,24.01,62.46,27.36,89.35,0 - 40.21
EXP-ZNO-00408,HeLa,38.87,24,29.16,31.56,36.53,58.67,36.71,45.0,0 - 20.25
EXP-ZNO-00409,HepG2,182.63,12,85.43,80.54,66.36,6.39,90.22,53.53,0 - 24.09
EXP-ZNO-00410,A549,55.99,12,54.07,50.67,47.92,43.77,64.46,48.43,0 - 21.79
EXP-ZNO-00411,CHO,185.76,12,67.13,48.47,54.44,12.69,65.27,70.1,0 - 31.55
EXP-ZNO-00412,PC12,150.36,6,78.5,60.57,64.88,25.92,82.29,64.98,0 - 29.24
EXP-ZNO-00413,MCF-7,179.16,12,88.72,85.42,75.2,12.34,107.08,44.61,0 - 20.07
EXP-ZNO-00414,PC12,86.28,72,89.47,72.68,62.49,15.48,92.49,27.23,0 - 12.25
EXP-ZNO-00415,PC12,146.91,48,79.16,71.25,70.6,12.46,93.01,31.38,0 - 14.12
EXP-ZNO-00416,NIH-3T3,174.67,48,55.69,53.23,38.99,19.4,52.22,51.0,0 - 22.95
EXP-ZNO-00417,HEK293,17.01,6,2.29,3.73,0.02,92.78,3.94,97.47,0 - 43.86
EXP-ZNO-00418,MCF-7,140.09,6,84.51,74.97,67.58,21.66,96.82,56.86,0 - 25.59
EXP-ZNO-00419,CHO,49.63,72,46.43,41.53,35.62,36.3,47.44,37.44,0 - 16.85
EXP-ZNO-00420,NIH-3T3,50.95,6,24.54,19.53,18.12,69.96,20.46,105.59,0 - 47.52
EXP-ZNO-00421,HepG2,70.49,24,61.09,55.48,53.66,26.72,68.49,42.0,0 - 18.9
EXP-ZNO-00422,HepG2,44.64,24,41.02,36.39,38.77,51.96,45.67,42.0,0 - 18.9
EXP-ZNO-00423,HeLa,41.25,72,57.12,48.66,41.65,35.81,57.07,30.64,0 - 13.79
EXP-ZNO-00424,MCF-7,66.76,12,68.12,68.22,58.82,33.02,82.71,44.61,0 - 20.07
EXP-ZNO-00425,A549,129.82,6,81.01,67.23,73.6,18.08,93.94,61.73,0 - 27.78
EXP-ZNO-00426,HepG2,107.79,12,66.66,62.95,51.96,22.14,72.97,53.53,0 - 24.09
EXP-ZNO-00427,HEK293,44.41,72,37.41,31.8,34.43,46.65,37.48,40.85,0 - 18.38
EXP-ZNO-00428,Caco-2,183.33,48,75.57,66.76,55.84,13.49,72.92,39.23,0 - 17.65
EXP-ZNO-00429,MCF-7,135.65,12,94.81,85.67,79.52,9.64,111.15,44.61,0 - 20.07
EXP-ZNO-00430,PC12,86.54,72,83.42,76.65,67.98,13.79,93.71,27.23,0 - 12.25
EXP-ZNO-00431,CHO,103.06,12,54.18,48.3,49.88,28.0,55.41,70.1,0 - 31.55
EXP-ZNO-00432,NIH-3T3,189.38,24,51.48,47.35,42.95,21.51,50.47,65.0,0 - 29.25
EXP-ZNO-00433,Caco-2,86.48,6,43.56,29.34,36.78,45.54,43.57,81.23,0 - 36.55
EXP-ZNO-00434,Jurkat,179.64,12,97.51,92.38,87.76,9.02,119.62,38.24,0 - 17.21
EXP-ZNO-00435,MCF-7,47.15,12,56.36,52.81,41.15,46.43,65.19,44.61,0 - 20.07
EXP-ZNO-00436,NIH-3T3,116.86,24,50.5,38.63,46.19,25.52,48.05,65.0,0 - 29.25
EXP-ZNO-00437,Caco-2,12.85,12,0.0,1.34,0.0,100.0,0.19,63.73,0 - 28.68
EXP-ZNO-00438,HeLa,63.85,72,65.28,58.86,52.96,22.18,68.74,30.64,0 - 13.79
EXP-ZNO-00439,NIH-3T3,132.73,12,44.9,46.24,38.89,33.25,44.1,82.85,0 - 37.28
EXP-ZNO-00440,PC12,161.18,72,94.69,80.33,74.39,5.0,103.09,27.23,0 - 12.25
EXP-ZNO-00441,HEK293,81.99,12,37.28,31.78,28.18,47.87,36.14,76.47,0 - 34.41
EXP-ZNO-00442,HepG2,69.29,72,72.51,70.85,64.33,13.86,81.74,28.59,0 - 12.87
EXP-ZNO-00443,Jurkat,134.78,48,100.0,84.86,85.68,10.47,117.45,23.54,0 - 10.59
EXP-ZNO-00444,MCF-7,198.52,72,100.0,85.06,82.86,7.74,114.15,23.83,0 - 10.72
EXP-ZNO-00445,NIH-3T3,87.16,12,37.96,40.83,30.87,44.23,36.99,82.85,0 - 37.28
EXP-ZNO-00446,CHO,26.27,6,5.44,1.94,7.74,88.47,7.47,89.35,0 - 40.21
EXP-ZNO-00447,HeLa,98.7,6,58.96,51.92,47.23,33.75,59.79,73.1,0 - 32.9
EXP-ZNO-00448,A549,57.92,12,57.26,54.78,43.53,43.65,65.25,48.43,0 - 21.79
EXP-ZNO-00449,HepG2,50.59,12,42.41,33.68,34.81,54.14,43.77,53.53,0 - 24.09
EXP-ZNO-00450,CHO,93.33,6,49.94,32.84,35.4,44.71,43.08,89.35,0 - 40.21
EXP-ZNO-00451,MCF-7,193.08,6,85.81,78.44,73.8,16.33,102.29,56.86,0 - 25.59
EXP-ZNO-00452,MCF-7,81.61,12,70.84,65.89,55.18,30.57,83.8,44.61,0 - 20.07
EXP-ZNO-00453,HEK293,61.92,6,14.22,19.75,16.08,71.8,18.97,97.47,0 - 43.86
EXP-ZNO-00454,NIH-3T3,65.5,48,36.99,36.65,33.28,39.42,38.54,51.0,0 - 22.95
EXP-ZNO-00455,HeLa,167.53,72,83.48,70.15,62.46,5.0,84.09,30.64,0 - 13.79
EXP-ZNO-00456,HeLa,142.57,72,77.72,71.34,65.6,5.0,83.59,30.64,0 - 13.79
EXP-ZNO-00457,CHO,191.55,72,64.94,54.0,57.41,15.63,64.7,37.44,0 - 16.85
EXP-ZNO-00458,Jurkat,63.33,6,66.22,61.2,53.9,41.07,77.97,48.74,0 - 21.93
EXP-ZNO-00459,A549,116.75,48,83.66,70.99,75.21,14.77,97.53,29.81,0 - 13.42
EXP-ZNO-00460,A549,126.66,6,74.81,73.49,68.17,22.63,89.88,61.73,0 - 27.78
EXP-ZNO-00461,Jurkat,85.47,48,92.17,87.66,82.72,13.86,113.18,23.54,0 - 10.59
EXP-ZNO-00462,A549,110.43,48,97.68,81.8,76.92,5.0,109.01,29.81,0 - 13.42
EXP-ZNO-00463,Jurkat,130.55,48,100.0,90.0,84.66,7.1,120.44,23.54,0 - 10.59
EXP-ZNO-00464,A549,61.9,48,77.28,68.55,66.72,25.17,87.79,29.81,0 - 13.42
EXP-ZNO-00465,HepG2,181.59,24,76.82,70.05,64.07,14.14,82.33,42.0,0 - 18.9
EXP-ZNO-00466,Jurkat,140.57,72,96.47,94.26,81.58,8.44,118.88,20.42,0 - 9.19
EXP-ZNO-00467,PC12,74.32,24,76.01,58.19,63.26,25.39,81.33,40.0,0 - 18.0
EXP-ZNO-00468,A549,101.43,6,63.85,55.76,50.75,33.56,74.36,61.73,0 - 27.78
EXP-ZNO-00469,CHO,83.26,6,46.74,31.48,32.45,49.32,39.85,89.35,0 - 40.21
EXP-ZNO-00470,MCF-7,30.71,6,16.64,10.31,19.96,82.3,20.9,56.86,0 - 25.59
EXP-ZNO-00471,HEK293,25.8,6,6.91,11.43,8.7,85.78,9.78,97.47,0 - 43.86
EXP-ZNO-00472,MCF-7,20.17,6,17.74,18.42,10.72,81.37,21.54,56.86,0 - 25.59
EXP-ZNO-00473,Jurkat,34.83,12,45.83,44.85,40.28,57.35,56.24,38.24,0 - 17.21
EXP-ZNO-00474,PC12,165.77,6,81.07,78.3,70.8,13.66,94.01,64.98,0 - 29.24
EXP-ZNO-00475,MCF-7,55.78,12,65.63,56.54,62.28,37.85,77.53,44.61,0 - 20.07
EXP-ZNO-00476,NIH-3T3,179.07,6,45.26,36.25,42.35,30.56,44.45,105.59,0 - 47.52
EXP-ZNO-00477,HepG2,3.07,72,11.53,0.38,4.92,92.41,7.24,28.59,0 - 12.87
EXP-ZNO-00478,MCF-7,150.55,48,94.81,86.22,80.11,5.64,113.86,27.46,0 - 12.36
EXP-ZNO-00479,MCF-7,14.09,72,41.64,37.56,33.96,60.39,48.58,23.83,0 - 10.72
EXP-ZNO-00480,HeLa,4.69,6,1.71,0.0,2.75,100.0,0.75,73.1,0 - 32.9
EXP-ZNO-00481,PC12,133.47,24,86.33,76.09,70.94,10.1,96.91,40.0,0 - 18.0
EXP-ZNO-00482,HepG2,79.86,48,86.73,73.09,63.54,12.02,85.92,32.95,0 - 14.83
EXP-ZNO-00483,HEK293,1.96,48,2.32,1.37,0.0,97.9,1.46,47.08,0 - 21.18
EXP-ZNO-00484,NIH-3T3,183.55,6,47.83,40.56,40.44,32.74,44.28,105.59,0 - 47.52
EXP-ZNO-00485,HeLa,189.22,12,64.18,62.83,59.2,16.79,72.75,57.36,0 - 25.81
EXP-ZNO-00486,MCF-7,18.68,72,34.37,38.59,30.08,63.12,44.52,23.83,0 - 10.72
EXP-ZNO-00487,Jurkat,116.13,48,100.0,87.48,81.2,6.61,119.6,23.54,0 - 10.59
EXP-ZNO-00488,PC12,95.28,72,84.9,81.3,73.19,7.78,99.2,27.23,0 - 12.25
EXP-ZNO-00489,HepG2,45.32,72,61.19,59.87,50.7,28.76,67.67,28.59,0 - 12.87
EXP-ZNO-00490,HeLa,104.62,24,80.09,66.96,63.72,15.55,77.84,45.0,0 - 20.25
EXP-ZNO-00491,HepG2,135.25,48,85.4,66.44,57.95,10.44,84.54,32.95,0 - 14.83
EXP-ZNO-00492,MCF-7,131.35,6,81.3,73.4,72.41,19.7,97.85,56.86,0 - 25.59
EXP-ZNO-00493,Caco-2,9.14,12,0.0,6.34,1.13,98.58,1.74,63.73,0 - 28.68
EXP-ZNO-00494,HeLa,52.64,48,42.71,36.43,40.39,42.81,48.66,35.31,0 - 15.89
EXP-ZNO-00495,MCF-7,99.5,6,80.87,69.87,63.71,24.13,92.68,56.86,0 - 25.59
EXP-ZNO-00496,MCF-7,72.65,6,62.5,52.39,55.84,39.1,73.98,56.86,0 - 25.59
EXP-ZNO-00497,HeLa,24.78,48,34.85,28.29,20.22,64.54,31.98,35.31,0 - 15.89
EXP-ZNO-00498,Jurkat,65.82,6,69.14,60.66,62.09,35.97,83.53,48.74,0 - 21.93
EXP-ZNO-00499,Jurkat,119.01,72,100.0,91.91,87.22,7.17,121.27,20.42,0 - 9.19
EXP-ZNO-00500,Jurkat,116.01,48,100.0,91.18,88.81,5.0,122.85,23.54,0 - 10.59
EXP-ZNO-00501,PC12,53.57,48,80.22,71.7,63.34,21.98,86.61,31.38,0 - 14.12
EXP-ZNO-00502,HEK293,147.32,12,53.44,43.34,48.3,24.28,52.95,76.47,0 - 34.41
